date,location,commodity,unit,price
2018-10-15,Dhaka,Lentils (masur),KG,61.16
2018-10-15,Khulna,Rice (coarse),KG,35.25
2018-10-15,Khulna,Lentils (masur),KG,56.77
2018-10-15,Rajshahi,Rice (coarse),KG,34.55
2018-10-15,Rajshahi,Wheat flour,KG,32.08
2018-10-15,Rajshahi,Lentils (masur),KG,60.75
2018-10-15,Sylhet,Rice (coarse),KG,33.5
2018-10-15,Sylhet,Oil (palm),L,77.03
2018-10-15,Sylhet,Lentils (masur),KG,54.39
2018-11-15,Barisal,Rice (coarse),KG,36.21
2018-11-15,Barisal,Wheat flour,KG,31.11
2018-11-15,Barisal,Oil (palm),L,69.6
2018-11-15,Chittagong,Rice (coarse),KG,33.02
2018-11-15,Chittagong,Wheat flour,KG,33.09
2018-11-15,Dhaka,Wheat flour,KG,26.86
2018-11-15,Dhaka,Oil (palm),L,69.02
2018-11-15,Khulna,Rice (coarse),KG,33.71
2018-11-15,Khulna,Wheat flour,KG,32.1
2018-11-15,Khulna,Oil (palm),L,65.7
2018-11-15,Khulna,Lentils (masur),KG,54.58
2018-11-15,Rajshahi,Rice (coarse),KG,33.27
2018-11-15,Rajshahi,Wheat flour,KG,31.93
2018-11-15,Rajshahi,Oil (palm),L,62.56
2018-11-15,Sylhet,Rice (coarse),KG,32.89
2018-11-15,Sylhet,Oil (palm),L,77.25
2018-11-15,Sylhet,Lentils (masur),KG,56.75
2018-12-15,Barisal,Wheat flour,KG,32.09
2018-12-15,Barisal,Oil (palm),L,69.14
2018-12-15,Chittagong,Wheat flour,KG,32.8
2018-12-15,Chittagong,Oil (palm),L,67.77
2018-12-15,Chittagong,Lentils (masur),KG,60.25
2018-12-15,Dhaka,Wheat flour,KG,29.36
2018-12-15,Dhaka,Wheat flour,KG,32.33
2018-12-15,Dhaka,Oil (palm),L,67.47
2018-12-15,Khulna,Wheat flour,KG,32.16
2018-12-15,Rajshahi,Rice (coarse),KG,30.63
2018-12-15,Rajshahi,Wheat flour,KG,32.03
2018-12-15,Rajshahi,Oil (palm),L,60.74
2018-12-15,Rajshahi,Lentils (masur),KG,55.7
2018-12-15,Sylhet,Wheat flour,KG,32.91
2018-12-15,Sylhet,Oil (palm),L,76.99
2018-12-15,Sylhet,Lentils (masur),KG,57.8
2019-01-15,Barisal,Rice (coarse),KG,31.0
2019-01-15,Barisal,Wheat flour,KG,34.07
2019-01-15,Barisal,Lentils (masur),KG,59.0
2019-01-15,Chittagong,Rice (coarse),KG,33.0
2019-01-15,Chittagong,Wheat flour,KG,32.88
2019-01-15,Dhaka,Wheat flour,KG,28.48
2019-01-15,Dhaka,Wheat flour,KG,32.72
2019-01-15,Dhaka,Oil (palm),L,67.09
2019-01-15,Dhaka,Lentils (masur),KG,60.12
2019-01-15,Khulna,Rice (coarse),KG,30.85
2019-01-15,Khulna,Wheat flour,KG,32.3
2019-01-15,Khulna,Oil (palm),L,63.7
2019-01-15,Khulna,Lentils (masur),KG,55.27
2019-01-15,Rajshahi,Lentils (masur),KG,55.88
2019-01-15,Sylhet,Wheat flour,KG,33.29
2019-01-15,Sylhet,Lentils (masur),KG,64.5
2019-02-15,Barisal,Wheat flour,KG,32.13
2019-02-15,Barisal,Lentils (masur),KG,60.16
2019-02-15,Chittagong,Rice (coarse),KG,33.0
2019-02-15,Chittagong,Wheat flour,KG,32.85
2019-02-15,Chittagong,Oil (palm),L,68.88
2019-02-15,Chittagong,Lentils (masur),KG,61.95
2019-02-15,Dhaka,Rice (coarse),KG,31.71
2019-02-15,Dhaka,Wheat flour,KG,32.72
2019-02-15,Dhaka,Oil (palm),L,67.99
2019-02-15,Dhaka,Lentils (masur),KG,62.02
2019-02-15,Khulna,Rice (coarse),KG,29.13
2019-02-15,Khulna,Wheat flour,KG,32.69
2019-02-15,Khulna,Oil (palm),L,63.87
2019-02-15,Khulna,Lentils (masur),KG,56.8
2019-02-15,Rajshahi,Rice (coarse),KG,29.71
2019-02-15,Rajshahi,Wheat flour,KG,31.6
2019-02-15,Rajshahi,Oil (palm),L,62.73
2019-02-15,Rajshahi,Lentils (masur),KG,56.51
2019-02-15,Sylhet,Wheat flour,KG,33.33
2019-02-15,Sylhet,Oil (palm),L,68.75
2019-03-15,Barisal,Wheat flour,KG,32.21
2019-03-15,Barisal,Lentils (masur),KG,59.0
2019-03-15,Chittagong,Rice (coarse),KG,33.0
2019-03-15,Chittagong,Wheat flour,KG,32.77
2019-03-15,Chittagong,Lentils (masur),KG,61.0
2019-03-15,Dhaka,Wheat flour,KG,32.73
2019-03-15,Dhaka,Lentils (masur),KG,60.9
2019-03-15,Khulna,Rice (coarse),KG,28.94
2019-03-15,Khulna,Oil (palm),L,62.92
2019-03-15,Khulna,Lentils (masur),KG,56.71
2019-03-15,Rajshahi,Rice (coarse),KG,28.4
2019-03-15,Rajshahi,Oil (palm),L,61.33
2019-03-15,Rajshahi,Lentils (masur),KG,57.11
2019-03-15,Sylhet,Wheat flour,KG,33.33
2019-03-15,Sylhet,Oil (palm),L,68.75
2019-04-15,Barisal,Rice (coarse),KG,31.0
2019-04-15,Barisal,Wheat flour,KG,34.74
2019-04-15,Barisal,Lentils (masur),KG,57.44
2019-04-15,Chittagong,Wheat flour,KG,32.68
2019-04-15,Chittagong,Oil (palm),L,68.44
2019-04-15,Chittagong,Lentils (masur),KG,60.17
2019-04-15,Dhaka,Wheat flour,KG,32.69
2019-04-15,Dhaka,Lentils (masur),KG,61.38
2019-04-15,Khulna,Wheat flour,KG,32.15
2019-04-15,Khulna,Oil (palm),L,62.0
2019-04-15,Rajshahi,Rice (coarse),KG,27.69
2019-04-15,Rajshahi,Wheat flour,KG,31.58
2019-04-15,Sylhet,Oil (palm),L,69.16
2019-04-15,Sylhet,Lentils (masur),KG,68.87
2019-05-15,Barisal,Rice (coarse),KG,31.0
2019-05-15,Barisal,Wheat flour,KG,32.44
2019-05-15,Barisal,Lentils (masur),KG,57.58
2019-05-15,Chittagong,Rice (coarse),KG,33.0
2019-05-15,Chittagong,Wheat flour,KG,32.72
2019-05-15,Chittagong,Oil (palm),L,66.86
2019-05-15,Dhaka,Wheat flour,KG,26.91
2019-05-15,Dhaka,Wheat flour,KG,32.82
2019-05-15,Dhaka,Oil (palm),L,65.88
2019-05-15,Dhaka,Lentils (masur),KG,62.44
2019-05-15,Khulna,Rice (coarse),KG,28.25
2019-05-15,Khulna,Wheat flour,KG,31.76
2019-05-15,Khulna,Oil (palm),L,63.44
2019-05-15,Khulna,Lentils (masur),KG,57.09
2019-05-15,Rajshahi,Rice (coarse),KG,28.07
2019-05-15,Rajshahi,Wheat flour,KG,31.51
2019-05-15,Rajshahi,Oil (palm),L,58.68
2019-05-15,Rajshahi,Lentils (masur),KG,59.5
2019-05-15,Sylhet,Wheat flour,KG,33.67
2019-05-15,Sylhet,Oil (palm),L,69.25
2019-06-15,Barisal,Rice (coarse),KG,29.0
2019-06-15,Barisal,Wheat flour,KG,32.07
2019-06-15,Barisal,Lentils (masur),KG,56.84
2019-06-15,Chittagong,Wheat flour,KG,32.68
2019-06-15,Chittagong,Oil (palm),L,66.83
2019-06-15,Chittagong,Lentils (masur),KG,71.45
2019-06-15,Dhaka,Wheat flour,KG,27.0
2019-06-15,Dhaka,Rice (coarse),KG,30.33
2019-06-15,Dhaka,Wheat flour,KG,32.54
2019-06-15,Dhaka,Lentils (masur),KG,61.84
2019-06-15,Khulna,Rice (coarse),KG,28.05
2019-06-15,Khulna,Oil (palm),L,63.44
2019-06-15,Khulna,Lentils (masur),KG,57.25
2019-06-15,Rajshahi,Rice (coarse),KG,27.79
2019-06-15,Rajshahi,Wheat flour,KG,31.3
2019-06-15,Rajshahi,Oil (palm),L,57.11
2019-06-15,Rajshahi,Lentils (masur),KG,59.41
2019-06-15,Sylhet,Wheat flour,KG,33.67
2019-06-15,Sylhet,Oil (palm),L,69.25
2019-06-15,Sylhet,Lentils (masur),KG,69.92
2019-07-15,Barisal,Wheat flour,KG,32.1
2019-07-15,Dhaka,Wheat flour,KG,27.33
2019-07-15,Dhaka,Wheat flour,KG,32.5
2019-07-15,Khulna,Wheat flour,KG,32.13
2019-07-15,Rajshahi,Wheat flour,KG,31.3
2019-07-15,Sylhet,Wheat flour,KG,33.7
2019-08-15,Barisal,Wheat flour,KG,32.45
2019-08-15,Barisal,Oil (palm),L,65.97
2019-08-15,Chittagong,Oil (palm),L,67.83
2019-08-15,Dhaka,Wheat flour,KG,27.54
2019-08-15,Dhaka,Oil (palm),L,64.93
2019-08-15,Khulna,Oil (palm),L,65.5
2019-08-15,Khulna,Lentils (masur),KG,60.6
2019-08-15,Rajshahi,Oil (palm),L,58.8
2019-08-15,Rajshahi,Lentils (masur),KG,63.07
2019-09-15,Barisal,Rice (coarse),KG,28.63
2019-09-15,Barisal,Lentils (masur),KG,58.77
2019-09-15,Chittagong,Rice (coarse),KG,30.77
2019-09-15,Chittagong,Lentils (masur),KG,72.57
2019-09-15,Dhaka,Rice (coarse),KG,30.03
2019-09-15,Dhaka,Lentils (masur),KG,58.47
2019-09-15,Khulna,Rice (coarse),KG,27.5
2019-09-15,Khulna,Lentils (masur),KG,56.4
2019-09-15,Rajshahi,Rice (coarse),KG,28.77
2019-09-15,Sylhet,Rice (coarse),KG,29.77
2019-10-15,Barisal,Rice (coarse),KG,26.9
2019-10-15,Barisal,Wheat flour,KG,32.5
2019-10-15,Chittagong,Rice (coarse),KG,31.7
2019-10-15,Chittagong,Wheat flour,KG,33.4
2019-10-15,Chittagong,Oil (palm),L,67.5
2019-10-15,Chittagong,Lentils (masur),KG,71.4
2019-10-15,Dhaka,Wheat flour,KG,28.85
2019-10-15,Dhaka,Rice (coarse),KG,29.7
2019-10-15,Dhaka,Wheat flour,KG,32.5
2019-10-15,Dhaka,Oil (palm),L,65.7
2019-10-15,Dhaka,Lentils (masur),KG,60.7
2019-10-15,Khulna,Rice (coarse),KG,27.3
2019-10-15,Khulna,Wheat flour,KG,32.3
2019-10-15,Khulna,Oil (palm),L,65.6
2019-10-15,Khulna,Lentils (masur),KG,55.8
2019-10-15,Rajshahi,Wheat flour,KG,31.4
2019-10-15,Rajshahi,Oil (palm),L,60.2
2019-10-15,Rajshahi,Lentils (masur),KG,58.0
2019-10-15,Sylhet,Wheat flour,KG,33.7
2019-10-15,Sylhet,Oil (palm),L,66.0
2019-10-15,Sylhet,Lentils (masur),KG,68.3
2019-11-15,Barisal,Rice (coarse),KG,28.4
2019-11-15,Barisal,Wheat flour,KG,32.6
2019-11-15,Barisal,Lentils (masur),KG,55.0
2019-11-15,Chittagong,Rice (coarse),KG,31.7
2019-11-15,Chittagong,Wheat flour,KG,33.5
2019-11-15,Chittagong,Oil (palm),L,68.5
2019-11-15,Chittagong,Lentils (masur),KG,71.5
2019-11-15,Dhaka,Wheat flour,KG,32.6
2019-11-15,Dhaka,Oil (palm),L,66.0
2019-11-15,Dhaka,Lentils (masur),KG,60.7
2019-11-15,Khulna,Wheat flour,KG,32.5
2019-11-15,Khulna,Lentils (masur),KG,55.9
2019-11-15,Rajshahi,Rice (coarse),KG,29.9
2019-11-15,Rajshahi,Wheat flour,KG,31.3
2019-11-15,Rajshahi,Oil (palm),L,62.4
2019-11-15,Rajshahi,Lentils (masur),KG,58.3
2019-11-15,Sylhet,Rice (coarse),KG,28.1
2019-11-15,Sylhet,Wheat flour,KG,33.7
2019-11-15,Sylhet,Lentils (masur),KG,68.0
2019-12-15,Barisal,Rice (coarse),KG,31.0
2019-12-15,Barisal,Wheat flour,KG,32.6
2019-12-15,Barisal,Oil (palm),L,70.9
2019-12-15,Barisal,Lentils (masur),KG,56.1
2019-12-15,Chittagong,Rice (coarse),KG,33.3
2019-12-15,Chittagong,Wheat flour,KG,33.5
2019-12-15,Chittagong,Oil (palm),L,71.4
2019-12-15,Chittagong,Lentils (masur),KG,71.8
2019-12-15,Dhaka,Wheat flour,KG,28.46
2019-12-15,Dhaka,Rice (coarse),KG,28.9
2019-12-15,Dhaka,Wheat flour,KG,32.8
2019-12-15,Dhaka,Oil (palm),L,69.2
2019-12-15,Khulna,Rice (coarse),KG,26.5
2019-12-15,Khulna,Wheat flour,KG,32.5
2019-12-15,Khulna,Oil (palm),L,69.8
2019-12-15,Khulna,Lentils (masur),KG,55.3
2019-12-15,Rajshahi,Wheat flour,KG,31.5
2019-12-15,Rajshahi,Oil (palm),L,68.3
2019-12-15,Sylhet,Lentils (masur),KG,68.8
2020-01-15,Barisal,Rice (coarse),KG,32.2
2020-01-15,Barisal,Wheat flour,KG,33.0
2020-01-15,Barisal,Lentils (masur),KG,64.7
2020-01-15,Chittagong,Rice (coarse),KG,33.3
2020-01-15,Chittagong,Wheat flour,KG,33.5
2020-01-15,Chittagong,Oil (palm),L,79.9
2020-01-15,Chittagong,Lentils (masur),KG,73.1
2020-01-15,Dhaka,Wheat flour,KG,28.39
2020-01-15,Dhaka,Rice (coarse),KG,28.9
2020-01-15,Dhaka,Wheat flour,KG,32.8
2020-01-15,Dhaka,Lentils (masur),KG,65.5
2020-01-15,Khulna,Wheat flour,KG,32.3
2020-01-15,Khulna,Oil (palm),L,80.1
2020-01-15,Khulna,Lentils (masur),KG,65.9
2020-01-15,Rajshahi,Wheat flour,KG,31.6
2020-01-15,Rajshahi,Oil (palm),L,79.2
2020-01-15,Sylhet,Wheat flour,KG,33.5
2020-01-15,Sylhet,Oil (palm),L,78.8
2020-01-15,Sylhet,Lentils (masur),KG,75.4
2020-02-15,Barisal,Rice (coarse),KG,33.2
2020-02-15,Barisal,Wheat flour,KG,33.1
2020-02-15,Barisal,Oil (palm),L,80.5
2020-02-15,Barisal,Lentils (masur),KG,69.2
2020-02-15,Chittagong,Rice (coarse),KG,33.5
2020-02-15,Chittagong,Wheat flour,KG,33.8
2020-02-15,Chittagong,Lentils (masur),KG,74.8
2020-02-15,Dhaka,Rice (coarse),KG,30.7
2020-02-15,Dhaka,Wheat flour,KG,32.6
2020-02-15,Dhaka,Lentils (masur),KG,69.2
2020-02-15,Khulna,Rice (coarse),KG,28.9
2020-02-15,Khulna,Wheat flour,KG,31.9
2020-02-15,Khulna,Lentils (masur),KG,69.7
2020-02-15,Rajshahi,Rice (coarse),KG,29.3
2020-02-15,Rajshahi,Wheat flour,KG,31.6
2020-02-15,Rajshahi,Oil (palm),L,77.2
2020-02-15,Sylhet,Wheat flour,KG,33.5
2020-02-15,Sylhet,Oil (palm),L,79.9
2020-03-15,Barisal,Wheat flour,KG,32.4
2020-03-15,Barisal,Oil (palm),L,79.8
2020-03-15,Barisal,Lentils (masur),KG,71.3
2020-03-15,Chittagong,Wheat flour,KG,33.9
2020-03-15,Chittagong,Oil (palm),L,76.9
2020-03-15,Dhaka,Wheat flour,KG,27.22
2020-03-15,Dhaka,Rice (coarse),KG,32.5
2020-03-15,Dhaka,Oil (palm),L,75.6
2020-03-15,Dhaka,Lentils (masur),KG,69.7
2020-03-15,Khulna,Rice (coarse),KG,31.8
2020-03-15,Khulna,Wheat flour,KG,31.8
2020-03-15,Khulna,Lentils (masur),KG,68.0
2020-03-15,Rajshahi,Wheat flour,KG,31.6
2020-03-15,Rajshahi,Oil (palm),L,72.3
2020-03-15,Rajshahi,Lentils (masur),KG,65.1
2020-03-15,Sylhet,Wheat flour,KG,33.2
2020-03-15,Sylhet,Oil (palm),L,81.8
2020-04-15,Barisal,Wheat flour,KG,32.55
2020-04-15,Barisal,Oil (palm),L,77.96
2020-04-15,Barisal,Lentils (masur),KG,88.25
2020-04-15,Chittagong,Wheat flour,KG,34.12
2020-04-15,Chittagong,Oil (palm),L,76.47
2020-04-15,Chittagong,Lentils (masur),KG,82.26
2020-04-15,Dhaka,Wheat flour,KG,26.5
2020-04-15,Dhaka,Wheat flour,KG,32.89
2020-04-15,Khulna,Rice (coarse),KG,22.5
2020-04-15,Khulna,Wheat flour,KG,32.4
2020-04-15,Khulna,Oil (palm),L,72.45
2020-04-15,Khulna,Lentils (masur),KG,85.53
2020-04-15,Rajshahi,Oil (palm),L,69.31
2020-04-15,Sylhet,Wheat flour,KG,33.61
2020-04-15,Sylhet,Lentils (masur),KG,92.3
2020-05-15,Barisal,Wheat flour,KG,32.8
2020-05-15,Barisal,Oil (palm),L,73.9
2020-05-15,Barisal,Lentils (masur),KG,86.1
2020-05-15,Chittagong,Rice (coarse),KG,35.3
2020-05-15,Chittagong,Wheat flour,KG,34.1
2020-05-15,Chittagong,Oil (palm),L,76.0
2020-05-15,Chittagong,Lentils (masur),KG,82.5
2020-05-15,Dhaka,Wheat flour,KG,27.12
2020-05-15,Dhaka,Rice (coarse),KG,41.5
2020-05-15,Dhaka,Wheat flour,KG,33.1
2020-05-15,Dhaka,Oil (palm),L,72.6
2020-05-15,Dhaka,Lentils (masur),KG,81.5
2020-05-15,Khulna,Rice (coarse),KG,39.1
2020-05-15,Khulna,Wheat flour,KG,32.8
2020-05-15,Rajshahi,Rice (coarse),KG,38.6
2020-05-15,Rajshahi,Wheat flour,KG,31.7
2020-05-15,Rajshahi,Oil (palm),L,67.5
2020-05-15,Rajshahi,Lentils (masur),KG,82.9
2020-05-15,Rangpur,Rice (coarse),KG,37.6
2020-05-15,Rangpur,Wheat flour,KG,33.9
2020-05-15,Rangpur,Oil (palm),L,71.9
2020-05-15,Sylhet,Wheat flour,KG,33.7
2020-05-15,Sylhet,Oil (palm),L,83.7
2020-05-15,Sylhet,Lentils (masur),KG,89.4
2020-06-15,Dhaka,Wheat flour,KG,26.68
2020-07-15,Dhaka,Wheat flour,KG,25.5
2020-08-15,Dhaka,Wheat flour,KG,26.29
2020-09-15,Dhaka,Wheat flour,KG,26.93
2020-11-15,Dhaka,Wheat flour,KG,28.69
2020-12-15,Dhaka,Wheat flour,KG,29.0
2021-01-15,Dhaka,Wheat flour,KG,29.0
2021-02-15,Dhaka,Wheat flour,KG,29.79
2021-03-15,Dhaka,Wheat flour,KG,29.5
2021-05-15,Dhaka,Wheat flour,KG,29.11
2024-09-15,Barguna,Wheat flour,KG,51.0
2024-09-15,Barguna,Lentils (masur),KG,111.0
2024-09-15,Barisal,Rice (coarse),KG,59.25
2024-09-15,Barisal,Wheat flour,KG,52.25
2024-09-15,Barisal,Oil (palm),L,133.5
2024-09-15,Barisal,Lentils (masur),KG,110.0
2024-09-15,Bhola,Rice (coarse),KG,57.25
2024-09-15,Bhola,Wheat flour,KG,57.5
2024-09-15,Bhola,Oil (palm),L,141.5
2024-09-15,Bhola,Lentils (masur),KG,119.0
2024-09-15,Jhalokati,Rice (coarse),KG,52.0
2024-09-15,Jhalokati,Wheat flour,KG,53.0
2024-09-15,Jhalokati,Oil (palm),L,129.0
2024-09-15,Jhalokati,Rice (coarse),KG,52.5
2024-09-15,Jhalokati,Wheat flour,KG,54.5
2024-09-15,Jhalokati,Oil (palm),L,136.5
2024-09-15,Jhalokati,Lentils (masur),KG,127.5
2024-09-15,Pirojpur,Wheat flour,KG,56.5
2024-09-15,Pirojpur,Oil (palm),L,138.25
2024-09-15,Pirojpur,Lentils (masur),KG,109.0
2024-09-15,Bandarban,Rice (coarse),KG,46.5
2024-09-15,Bandarban,Wheat flour,KG,52.5
2024-09-15,Bandarban,Oil (palm),L,128.75
2024-09-15,Bandarban,Lentils (masur),KG,118.75
2024-09-15,Brahamanbaria,Wheat flour,KG,63.75
2024-09-15,Brahamanbaria,Oil (palm),L,136.0
2024-09-15,Chandpur,Rice (coarse),KG,51.75
2024-09-15,Chittagong,Wheat flour,KG,50.0
2024-09-15,Chittagong,Oil (palm),L,136.75
2024-09-15,Chittagong,Lentils (masur),KG,127.5
2024-09-15,Chittagong,Oil (palm),L,136.75
2024-09-15,Comilla,Rice (coarse),KG,50.0
2024-09-15,Comilla,Oil (palm),L,142.5
2024-09-15,Cox'S Bazar,Rice (coarse),KG,49.5
2024-09-15,Cox'S Bazar,Wheat flour,KG,52.5
2024-09-15,Cox'S Bazar,Oil (palm),L,135.0
2024-09-15,Cox'S Bazar,Lentils (masur),KG,137.5
2024-09-15,Feni,Rice (coarse),KG,54.5
2024-09-15,Feni,Wheat flour,KG,61.0
2024-09-15,Feni,Oil (palm),L,139.5
2024-09-15,Feni,Lentils (masur),KG,112.5
2024-09-15,Khagrachhari,Rice (coarse),KG,45.5
2024-09-15,Khagrachhari,Wheat flour,KG,53.5
2024-09-15,Khagrachhari,Lentils (masur),KG,100.75
2024-09-15,Lakshmipur,Wheat flour,KG,61.0
2024-09-15,Lakshmipur,Lentils (masur),KG,114.0
2024-09-15,Noakhali,Rice (coarse),KG,55.5
2024-09-15,Noakhali,Wheat flour,KG,49.0
2024-09-15,Noakhali,Oil (palm),L,132.5
2024-09-15,Noakhali,Lentils (masur),KG,112.5
2024-09-15,Rangamati,Rice (coarse),KG,50.0
2024-09-15,Rangamati,Wheat flour,KG,62.5
2024-09-15,Rangamati,Oil (palm),L,136.0
2024-09-15,Rangamati,Lentils (masur),KG,115.0
2024-09-15,Dhaka,Wheat flour,KG,55.0
2024-09-15,Dhaka,Oil (palm),L,129.0
2024-09-15,Faridpur,Rice (coarse),KG,54.0
2024-09-15,Faridpur,Wheat flour,KG,52.5
2024-09-15,Faridpur,Oil (palm),L,136.5
2024-09-15,Faridpur,Lentils (masur),KG,109.0
2024-09-15,Gazipur,Oil (palm),L,132.25
2024-09-15,Gazipur,Lentils (masur),KG,110.0
2024-09-15,Gopalganj,Rice (coarse),KG,49.0
2024-09-15,Gopalganj,Wheat flour,KG,51.0
2024-09-15,Gopalganj,Oil (palm),L,139.75
2024-09-15,Kishoreganj,Rice (coarse),KG,47.75
2024-09-15,Kishoreganj,Wheat flour,KG,50.0
2024-09-15,Madaripur,Rice (coarse),KG,55.5
2024-09-15,Madaripur,Wheat flour,KG,51.75
2024-09-15,Madaripur,Oil (palm),L,150.0
2024-09-15,Madaripur,Lentils (masur),KG,112.5
2024-09-15,Manikganj,Rice (coarse),KG,55.5
2024-09-15,Manikganj,Wheat flour,KG,49.0
2024-09-15,Manikganj,Lentils (masur),KG,109.0
2024-09-15,Munshiganj,Lentils (masur),KG,107.5
2024-09-15,Narayanganj,Rice (coarse),KG,51.0
2024-09-15,Narayanganj,Wheat flour,KG,49.0
2024-09-15,Narayanganj,Lentils (masur),KG,139.0
2024-09-15,Narsingdi,Rice (coarse),KG,58.25
2024-09-15,Narsingdi,Wheat flour,KG,49.0
2024-09-15,Narsingdi,Oil (palm),L,143.75
2024-09-15,Narsingdi,Lentils (masur),KG,137.5
2024-09-15,Rajbari,Rice (coarse),KG,53.0
2024-09-15,Rajbari,Oil (palm),L,122.0
2024-09-15,Rajbari,Lentils (masur),KG,111.0
2024-09-15,Shariatpur,Oil (palm),L,132.5
2024-09-15,Shariatpur,Lentils (masur),KG,122.5
2024-09-15,Tangail,Rice (coarse),KG,54.5
2024-09-15,Tangail,Wheat flour,KG,54.5
2024-09-15,Bagerhat,Wheat flour,KG,51.75
2024-09-15,Bagerhat,Oil (palm),L,142.25
2024-09-15,Chuadanga,Rice (coarse),KG,51.5
2024-09-15,Chuadanga,Wheat flour,KG,48.75
2024-09-15,Chuadanga,Oil (palm),L,134.75
2024-09-15,Chuadanga,Lentils (masur),KG,120.0
2024-09-15,Jessore,Rice (coarse),KG,53.0
2024-09-15,Jessore,Wheat flour,KG,50.0
2024-09-15,Jessore,Oil (palm),L,132.25
2024-09-15,Jhenaidah,Wheat flour,KG,64.5
2024-09-15,Jhenaidah,Oil (palm),L,133.25
2024-09-15,Jhenaidah,Lentils (masur),KG,107.5
2024-09-15,Khulna,Rice (coarse),KG,53.0
2024-09-15,Khulna,Lentils (masur),KG,107.5
2024-09-15,Kushtia,Rice (coarse),KG,47.5
2024-09-15,Kushtia,Wheat flour,KG,47.5
2024-09-15,Kushtia,Oil (palm),L,139.0
2024-09-15,Kushtia,Lentils (masur),KG,107.0
2024-09-15,Magura,Wheat flour,KG,52.75
2024-09-15,Magura,Oil (palm),L,130.25
2024-09-15,Magura,Lentils (masur),KG,112.5
2024-09-15,Meherpur,Wheat flour,KG,51.0
2024-09-15,Meherpur,Lentils (masur),KG,109.0
2024-09-15,Narail,Wheat flour,KG,49.5
2024-09-15,Narail,Oil (palm),L,140.5
2024-09-15,Narail,Lentils (masur),KG,109.0
2024-09-15,Satkhira,Rice (coarse),KG,54.0
2024-09-15,Satkhira,Wheat flour,KG,49.0
2024-09-15,Satkhira,Oil (palm),L,136.0
2024-09-15,Satkhira,Lentils (masur),KG,115.0
2024-09-15,Jamalpur,Rice (coarse),KG,50.25
2024-09-15,Jamalpur,Wheat flour,KG,48.5
2024-09-15,Jamalpur,Oil (palm),L,138.75
2024-09-15,Jamalpur,Lentils (masur),KG,140.0
2024-09-15,Mymensingh,Oil (palm),L,139.25
2024-09-15,Mymensingh,Lentils (masur),KG,135.75
2024-09-15,Netrakona,Rice (coarse),KG,47.75
2024-09-15,Netrakona,Oil (palm),L,127.5
2024-09-15,Netrakona,Lentils (masur),KG,137.5
2024-09-15,Sherpur,Rice (coarse),KG,47.5
2024-09-15,Sherpur,Wheat flour,KG,49.0
2024-09-15,Sherpur,Oil (palm),L,136.75
2024-09-15,Bogra,Rice (coarse),KG,46.5
2024-09-15,Bogra,Wheat flour,KG,45.5
2024-09-15,Bogra,Oil (palm),L,135.75
2024-09-15,Joypurhat,Oil (palm),L,138.25
2024-09-15,Joypurhat,Lentils (masur),KG,109.0
2024-09-15,Naogaon,Rice (coarse),KG,44.5
2024-09-15,Naogaon,Lentils (masur),KG,107.5
2024-09-15,Natore,Rice (coarse),KG,47.5
2024-09-15,Natore,Wheat flour,KG,47.0
2024-09-15,Natore,Lentils (masur),KG,109.0
2024-09-15,Nawabganj,Rice (coarse),KG,57.0
2024-09-15,Nawabganj,Wheat flour,KG,47.0
2024-09-15,Nawabganj,Lentils (masur),KG,112.5
2024-09-15,Pabna,Rice (coarse),KG,49.0
2024-09-15,Pabna,Wheat flour,KG,51.0
2024-09-15,Pabna,Oil (palm),L,140.0
2024-09-15,Rajshahi,Wheat flour,KG,52.5
2024-09-15,Rajshahi,Oil (palm),L,135.0
2024-09-15,Sirajganj,Rice (coarse),KG,49.0
2024-09-15,Sirajganj,Wheat flour,KG,49.0
2024-09-15,Dinajpur,Rice (coarse),KG,48.0
2024-09-15,Dinajpur,Wheat flour,KG,43.5
2024-09-15,Dinajpur,Oil (palm),L,127.5
2024-09-15,Gaibandha,Rice (coarse),KG,53.0
2024-09-15,Gaibandha,Oil (palm),L,134.5
2024-09-15,Gaibandha,Lentils (masur),KG,130.0
2024-09-15,Kurigram,Rice (coarse),KG,49.0
2024-09-15,Kurigram,Wheat flour,KG,51.25
2024-09-15,Kurigram,Oil (palm),L,126.25
2024-09-15,Kurigram,Lentils (masur),KG,105.0
2024-09-15,Lalmonirhat,Wheat flour,KG,52.0
2024-09-15,Lalmonirhat,Oil (palm),L,122.5
2024-09-15,Nilphamari,Rice (coarse),KG,54.25
2024-09-15,Nilphamari,Wheat flour,KG,54.5
2024-09-15,Nilphamari,Oil (palm),L,124.0
2024-09-15,Nilphamari,Lentils (masur),KG,109.0
2024-09-15,Panchagarh,Wheat flour,KG,57.5
2024-09-15,Panchagarh,Oil (palm),L,132.5
2024-09-15,Panchagarh,Lentils (masur),KG,109.0
2024-09-15,Rangpur,Lentils (masur),KG,112.5
2024-09-15,Thakurgaon,Lentils (masur),KG,112.5
2024-09-15,Habiganj,Rice (coarse),KG,50.0
2024-09-15,Habiganj,Oil (palm),L,138.75
2024-09-15,Maulvibazar,Wheat flour,KG,50.0
2024-09-15,Maulvibazar,Lentils (masur),KG,127.25
2024-09-15,Sunamganj,Rice (coarse),KG,46.75
2024-09-15,Sunamganj,Wheat flour,KG,58.25
2024-09-15,Sylhet,Rice (coarse),KG,53.0
