date,location,commodity,price,rfh
2011-01,Sylhet,Oil (palm),87.0,2.3359666666666663
2011-02,Barisal,Wheat flour,36.0,2.5083333333333333
2011-02,Chittagong,Rice (coarse),31.5,2.1103666666666667
2011-02,Chittagong,Wheat flour,36.5,2.1103666666666667
2011-02,Chittagong,Oil (palm),100.25,2.1103666666666667
2011-02,Chittagong,Lentils (masur),83.25,2.1103666666666667
2011-02,Dhaka,Wheat flour,35.8,2.5988
2011-02,Dhaka,Oil (palm),97.17,2.5988
2011-02,Dhaka,Lentils (masur),81.7,2.5988
2011-02,Khulna,Wheat flour,36.0,3.0080000000000005
2011-02,Khulna,Oil (palm),98.4,3.0080000000000005
2011-02,Rajshahi,Rice (coarse),33.16,1.9882333333333333
2011-02,Rajshahi,Oil (palm),97.33,1.9882333333333333
2011-02,Rajshahi,Lentils (masur),74.12,1.9882333333333333
2011-02,Sylhet,Rice (coarse),37.0,7.267199999999999
2011-02,Sylhet,Wheat flour,37.0,7.267199999999999
2011-02,Sylhet,Oil (palm),100.0,7.267199999999999
2011-02,Sylhet,Lentils (masur),80.0,7.267199999999999
2011-03,Barisal,Wheat flour,34.5,16.8625
2011-03,Barisal,Oil (palm),91.0,16.8625
2011-03,Barisal,Lentils (masur),74.5,16.8625
2011-03,Chittagong,Rice (coarse),31.5,18.7704
2011-03,Chittagong,Wheat flour,35.8,18.7704
2011-03,Dhaka,Rice (coarse),34.8,21.283933333333334
2011-03,Dhaka,Wheat flour,35.56,21.283933333333334
2011-03,Dhaka,Oil (palm),96.0,21.283933333333334
2011-03,Dhaka,Lentils (masur),79.11,21.283933333333334
2011-03,Khulna,Wheat flour,35.38,11.728
2011-03,Khulna,Oil (palm),95.12,11.728
2011-03,Khulna,Lentils (masur),76.12,11.728
2011-03,Rajshahi,Lentils (masur),76.8,8.4
2011-03,Sylhet,Wheat flour,37.0,38.21956666666667
2011-03,Sylhet,Oil (palm),105.0,38.21956666666667
2011-03,Sylhet,Lentils (masur),80.0,38.21956666666667
2011-04,Barisal,Wheat flour,34.5,22.7625
2011-04,Barisal,Lentils (masur),75.34,22.7625
2011-04,Chittagong,Rice (coarse),31.0,21.13246666666667
2011-04,Chittagong,Wheat flour,34.67,21.13246666666667
2011-04,Chittagong,Lentils (masur),82.25,21.13246666666667
2011-04,Dhaka,Rice (coarse),34.5,34.092600000000004
2011-04,Dhaka,Wheat flour,34.6,34.092600000000004
2011-04,Khulna,Rice (coarse),33.5,20.976
2011-04,Khulna,Wheat flour,34.23,20.976
2011-04,Khulna,Oil (palm),95.12,20.976
2011-04,Khulna,Lentils (masur),72.67,20.976
2011-04,Rajshahi,Oil (palm),94.84,19.64313333333333
2011-04,Rajshahi,Lentils (masur),76.0,19.64313333333333
2011-04,Sylhet,Wheat flour,36.0,52.01323333333334
2011-04,Sylhet,Oil (palm),105.0,52.01323333333334
2011-05,Barisal,Rice (coarse),38.0,100.59583333333336
2011-05,Barisal,Wheat flour,32.75,100.59583333333336
2011-05,Barisal,Oil (palm),95.0,100.59583333333336
2011-05,Barisal,Lentils (masur),75.0,100.59583333333336
2011-05,Chittagong,Rice (coarse),29.0,114.21193333333332
2011-05,Chittagong,Wheat flour,33.8,114.21193333333332
2011-05,Chittagong,Oil (palm),97.4,114.21193333333332
2011-05,Chittagong,Lentils (masur),78.0,114.21193333333332
2011-05,Dhaka,Wheat flour,32.84,92.6605
2011-05,Dhaka,Oil (palm),96.84,92.6605
2011-05,Dhaka,Lentils (masur),74.66,92.6605
2011-05,Khulna,Rice (coarse),33.0,67.616
2011-05,Khulna,Lentils (masur),74.33,67.616
2011-05,Rajshahi,Rice (coarse),31.33,47.0667
2011-05,Rajshahi,Wheat flour,31.66,47.0667
2011-05,Rajshahi,Oil (palm),95.0,47.0667
2011-05,Rajshahi,Lentils (masur),72.0,47.0667
2011-05,Sylhet,Wheat flour,34.5,205.2328
2011-05,Sylhet,Oil (palm),105.0,205.2328
2011-05,Sylhet,Lentils (masur),80.0,205.2328
2011-06,Barisal,Rice (coarse),31.0,157.84166666666667
2011-06,Barisal,Wheat flour,32.25,157.84166666666667
2011-06,Barisal,Lentils (masur),75.0,157.84166666666667
2011-06,Chittagong,Rice (coarse),32.0,252.1191666666667
2011-06,Chittagong,Wheat flour,32.2,252.1191666666667
2011-06,Chittagong,Oil (palm),101.0,252.1191666666667
2011-06,Chittagong,Lentils (masur),79.6,252.1191666666667
2011-06,Dhaka,Wheat flour,25.25,131.70989999999998
2011-06,Dhaka,Rice (coarse),30.17,131.70989999999998
2011-06,Dhaka,Wheat flour,31.44,131.70989999999998
2011-06,Dhaka,Oil (palm),99.6,131.70989999999998
2011-06,Dhaka,Lentils (masur),75.14,131.70989999999998
2011-06,Khulna,Oil (palm),98.86,134.32000000000002
2011-06,Rajshahi,Wheat flour,30.38,111.82746666666668
2011-06,Rajshahi,Oil (palm),97.88,111.82746666666668
2011-06,Sylhet,Lentils (masur),73.0,348.209
2011-07,Barisal,Rice (coarse),32.0,115.27083333333331
2011-07,Barisal,Wheat flour,31.0,115.27083333333331
2011-07,Barisal,Lentils (masur),75.0,115.27083333333331
2011-07,Chittagong,Rice (coarse),32.17,222.7351
2011-07,Chittagong,Wheat flour,31.17,222.7351
2011-07,Chittagong,Oil (palm),101.71,222.7351
2011-07,Chittagong,Lentils (masur),76.86,222.7351
2011-07,Dhaka,Wheat flour,25.35,85.75926666666668
2011-07,Dhaka,Rice (coarse),31.71,85.75926666666668
2011-07,Dhaka,Lentils (masur),76.5,85.75926666666668
2011-07,Khulna,Wheat flour,30.29,95.52533333333334
2011-07,Khulna,Oil (palm),97.67,95.52533333333334
2011-07,Khulna,Lentils (masur),71.67,95.52533333333334
2011-07,Rajshahi,Wheat flour,30.0,61.53333333333333
2011-07,Rajshahi,Oil (palm),97.89,61.53333333333333
2011-07,Rajshahi,Lentils (masur),74.14,61.53333333333333
2011-07,Sylhet,Rice (coarse),31.5,211.9867333333333
2011-08,Barisal,Rice (coarse),31.75,169.77083333333334
2011-08,Barisal,Wheat flour,30.5,169.77083333333334
2011-08,Barisal,Oil (palm),98.0,169.77083333333334
2011-08,Barisal,Lentils (masur),74.33,169.77083333333334
2011-08,Chittagong,Rice (coarse),33.4,275.46136666666666
2011-08,Chittagong,Wheat flour,31.5,275.46136666666666
2011-08,Chittagong,Oil (palm),100.43,275.46136666666666
2011-08,Chittagong,Lentils (masur),76.29,275.46136666666666
2011-08,Dhaka,Wheat flour,24.81,152.58026666666666
2011-08,Dhaka,Rice (coarse),30.82,152.58026666666666
2011-08,Dhaka,Wheat flour,30.86,152.58026666666666
2011-08,Dhaka,Oil (palm),99.88,152.58026666666666
2011-08,Dhaka,Lentils (masur),77.5,152.58026666666666
2011-08,Khulna,Wheat flour,30.75,184.52266666666665
2011-08,Khulna,Oil (palm),97.57,184.52266666666665
2011-08,Khulna,Lentils (masur),74.13,184.52266666666665
2011-08,Rajshahi,Wheat flour,29.85,159.07843333333332
2011-08,Rajshahi,Oil (palm),97.25,159.07843333333332
2011-08,Sylhet,Rice (coarse),32.0,336.76983333333334
2011-08,Sylhet,Oil (palm),101.0,336.76983333333334
2011-09,Barisal,Rice (coarse),33.0,109.62083333333334
2011-09,Barisal,Wheat flour,31.34,109.62083333333334
2011-09,Barisal,Oil (palm),98.0,109.62083333333334
2011-09,Barisal,Lentils (masur),74.67,109.62083333333334
2011-09,Chittagong,Wheat flour,31.75,201.2538333333333
2011-09,Chittagong,Oil (palm),100.0,201.2538333333333
2011-09,Chittagong,Lentils (masur),76.56,201.2538333333333
2011-09,Dhaka,Wheat flour,27.1,65.96293333333334
2011-09,Dhaka,Rice (coarse),31.4,65.96293333333334
2011-09,Dhaka,Wheat flour,31.54,65.96293333333334
2011-09,Dhaka,Oil (palm),99.66,65.96293333333334
2011-09,Dhaka,Lentils (masur),77.9,65.96293333333334
2011-09,Khulna,Rice (coarse),31.22,88.66133333333335
2011-09,Khulna,Wheat flour,31.45,88.66133333333335
2011-09,Rajshahi,Rice (coarse),30.0,76.45096666666667
2011-09,Rajshahi,Wheat flour,30.61,76.45096666666667
2011-09,Rajshahi,Oil (palm),96.78,76.45096666666667
2011-09,Rajshahi,Lentils (masur),78.6,76.45096666666667
2011-09,Sylhet,Rice (coarse),30.5,187.08466666666664
2011-09,Sylhet,Wheat flour,32.0,187.08466666666664
2011-09,Sylhet,Oil (palm),100.5,187.08466666666664
2011-09,Sylhet,Lentils (masur),75.0,187.08466666666664
2011-10,Barisal,Wheat flour,31.27,17.441666666666666
2011-10,Barisal,Oil (palm),97.0,17.441666666666666
2011-10,Barisal,Lentils (masur),74.43,17.441666666666666
2011-10,Chittagong,Rice (coarse),32.6,47.98233333333334
2011-10,Chittagong,Wheat flour,32.75,47.98233333333334
2011-10,Dhaka,Wheat flour,28.33,19.351866666666663
2011-10,Dhaka,Rice (coarse),30.27,19.351866666666663
2011-10,Dhaka,Wheat flour,32.0,19.351866666666663
2011-10,Dhaka,Oil (palm),96.97,19.351866666666663
2011-10,Dhaka,Lentils (masur),75.92,19.351866666666663
2011-10,Khulna,Wheat flour,32.25,15.168
2011-10,Khulna,Lentils (masur),75.88,15.168
2011-10,Rajshahi,Rice (coarse),29.17,9.8941
2011-10,Rajshahi,Wheat flour,31.57,9.8941
2011-10,Rajshahi,Oil (palm),97.75,9.8941
2011-10,Rajshahi,Lentils (masur),77.83,9.8941
2011-10,Sylhet,Rice (coarse),29.75,17.478833333333334
2011-10,Sylhet,Wheat flour,31.78,17.478833333333334
2011-10,Sylhet,Oil (palm),99.5,17.478833333333334
2011-11,Barisal,Rice (coarse),27.55,2.708333333333333
2011-11,Barisal,Wheat flour,32.0,2.708333333333333
2011-11,Barisal,Oil (palm),98.67,2.708333333333333
2011-11,Barisal,Lentils (masur),63.75,2.708333333333333
2011-11,Chittagong,Rice (coarse),29.75,2.702
2011-11,Chittagong,Wheat flour,32.0,2.702
2011-11,Chittagong,Oil (palm),97.34,2.702
2011-11,Dhaka,Rice (coarse),30.0,1.4814999999999998
2011-11,Dhaka,Wheat flour,31.93,1.4814999999999998
2011-11,Dhaka,Lentils (masur),72.88,1.4814999999999998
2011-11,Khulna,Rice (coarse),32.0,1.2933333333333332
2011-11,Khulna,Wheat flour,33.25,1.2933333333333332
2011-11,Khulna,Oil (palm),94.19,1.2933333333333332
2011-11,Khulna,Lentils (masur),75.0,1.2933333333333332
2011-11,Rajshahi,Rice (coarse),29.45,1.6745
2011-11,Rajshahi,Wheat flour,31.3,1.6745
2011-11,Rajshahi,Oil (palm),98.0,1.6745
2011-11,Rajshahi,Lentils (masur),75.0,1.6745
2011-11,Sylhet,Rice (coarse),27.62,1.6349333333333331
2011-11,Sylhet,Wheat flour,33.25,1.6349333333333331
2011-11,Sylhet,Oil (palm),98.21,1.6349333333333331
2011-11,Sylhet,Lentils (masur),63.75,1.6349333333333331
2011-12,Barisal,Rice (coarse),28.0,1.0625
2011-12,Barisal,Wheat flour,31.79,1.0625
2011-12,Barisal,Lentils (masur),73.42,1.0625
2011-12,Chittagong,Rice (coarse),28.59,2.273733333333333
2011-12,Chittagong,Wheat flour,32.32,2.273733333333333
2011-12,Chittagong,Lentils (masur),72.71,2.273733333333333
2011-12,Dhaka,Wheat flour,27.5,1.0740666666666667
2011-12,Dhaka,Rice (coarse),29.71,1.0740666666666667
2011-12,Dhaka,Wheat flour,32.52,1.0740666666666667
2011-12,Dhaka,Oil (palm),92.19,1.0740666666666667
2011-12,Dhaka,Lentils (masur),71.68,1.0740666666666667
2011-12,Khulna,Rice (coarse),29.25,0.944
2011-12,Khulna,Wheat flour,32.5,0.944
2011-12,Khulna,Lentils (masur),71.75,0.944
2011-12,Rajshahi,Rice (coarse),29.25,0.5764666666666667
2011-12,Rajshahi,Wheat flour,32.67,0.5764666666666667
2011-12,Rajshahi,Lentils (masur),74.33,0.5764666666666667
2011-12,Sylhet,Rice (coarse),29.53,1.8042333333333331
2011-12,Sylhet,Wheat flour,32.58,1.8042333333333331
2011-12,Sylhet,Oil (palm),94.62,1.8042333333333331
2011-12,Sylhet,Lentils (masur),72.47,1.8042333333333331
2012-01,Barisal,Wheat flour,32.75,4.804166666666667
2012-01,Barisal,Oil (palm),95.0,4.804166666666667
2012-01,Barisal,Lentils (masur),70.5,4.804166666666667
2012-01,Chittagong,Rice (coarse),34.33,1.6711
2012-01,Chittagong,Wheat flour,33.0,1.6711
2012-01,Chittagong,Oil (palm),99.78,1.6711
2012-01,Chittagong,Lentils (masur),69.0,1.6711
2012-01,Dhaka,Wheat flour,32.47,4.376566666666666
2012-01,Dhaka,Oil (palm),98.11,4.376566666666666
2012-01,Dhaka,Lentils (masur),74.82,4.376566666666666
2012-01,Khulna,Wheat flour,32.11,7.1546666666666665
2012-01,Khulna,Oil (palm),94.71,7.1546666666666665
2012-01,Khulna,Lentils (masur),71.5,7.1546666666666665
2012-01,Rajshahi,Rice (coarse),26.58,7.1098
2012-01,Rajshahi,Oil (palm),95.0,7.1098
2012-01,Rajshahi,Lentils (masur),71.27,7.1098
2012-01,Sylhet,Rice (coarse),29.5,3.5026333333333333
2012-01,Sylhet,Wheat flour,32.75,3.5026333333333333
2012-01,Sylhet,Lentils (masur),71.75,3.5026333333333333
2012-02,Barisal,Lentils (masur),71.5,3.516666666666667
2012-02,Chittagong,Rice (coarse),34.0,2.766
2012-02,Chittagong,Wheat flour,34.64,2.766
2012-02,Chittagong,Lentils (masur),74.5,2.766
2012-02,Dhaka,Rice (coarse),28.5,3.4753000000000003
2012-02,Dhaka,Wheat flour,33.33,3.4753000000000003
2012-02,Dhaka,Oil (palm),98.33,3.4753000000000003
2012-02,Dhaka,Lentils (masur),73.45,3.4753000000000003
2012-02,Khulna,Rice (coarse),26.5,4.509333333333333
2012-02,Khulna,Wheat flour,32.89,4.509333333333333
2012-02,Khulna,Oil (palm),94.57,4.509333333333333
2012-02,Khulna,Lentils (masur),71.43,4.509333333333333
2012-02,Rajshahi,Wheat flour,32.47,1.8431333333333333
2012-02,Rajshahi,Lentils (masur),71.64,1.8431333333333333
2012-02,Sylhet,Rice (coarse),29.0,4.1217
2012-02,Sylhet,Wheat flour,35.5,4.1217
2012-02,Sylhet,Oil (palm),102.67,4.1217
2012-02,Sylhet,Lentils (masur),72.75,4.1217
2012-03,Barisal,Rice (coarse),28.33,5.7125
2012-03,Barisal,Wheat flour,35.4,5.7125
2012-03,Barisal,Oil (palm),106.0,5.7125
2012-03,Barisal,Lentils (masur),68.5,5.7125
2012-03,Chittagong,Wheat flour,36.36,6.273766666666667
2012-03,Chittagong,Oil (palm),102.2,6.273766666666667
2012-03,Chittagong,Lentils (masur),70.2,6.273766666666667
2012-03,Dhaka,Wheat flour,33.0,8.4753
2012-03,Dhaka,Rice (coarse),27.0,8.4753
2012-03,Dhaka,Wheat flour,36.31,8.4753
2012-03,Dhaka,Lentils (masur),75.0,8.4753
2012-03,Khulna,Wheat flour,35.1,3.1146666666666665
2012-03,Khulna,Oil (palm),98.33,3.1146666666666665
2012-03,Rajshahi,Wheat flour,34.27,4.717666666666667
2012-03,Rajshahi,Oil (palm),99.31,4.717666666666667
2012-03,Rajshahi,Lentils (masur),70.5,4.717666666666667
2012-03,Sylhet,Rice (coarse),28.5,27.613766666666667
2012-03,Sylhet,Wheat flour,38.75,27.613766666666667
2012-03,Sylhet,Oil (palm),103.33,27.613766666666667
2012-03,Sylhet,Lentils (masur),75.25,27.613766666666667
2012-04,Barisal,Wheat flour,35.8,59.74583333333334
2012-04,Barisal,Oil (palm),107.0,59.74583333333334
2012-04,Barisal,Lentils (masur),70.0,59.74583333333334
2012-04,Chittagong,Wheat flour,36.73,90.25606666666664
2012-04,Chittagong,Oil (palm),105.7,90.25606666666664
2012-04,Chittagong,Lentils (masur),74.56,90.25606666666664
2012-04,Dhaka,Wheat flour,30.55,66.63583333333334
2012-04,Dhaka,Rice (coarse),26.5,66.63583333333334
2012-04,Dhaka,Wheat flour,36.6,66.63583333333334
2012-04,Khulna,Rice (coarse),25.5,41.35733333333334
2012-04,Khulna,Wheat flour,34.9,41.35733333333334
2012-04,Khulna,Oil (palm),104.83,41.35733333333334
2012-04,Khulna,Lentils (masur),71.86,41.35733333333334
2012-04,Rajshahi,Wheat flour,34.5,22.22746666666667
2012-04,Rajshahi,Oil (palm),104.5,22.22746666666667
2012-04,Sylhet,Rice (coarse),27.0,252.3439
2012-04,Sylhet,Oil (palm),107.0,252.3439
2012-05,Barisal,Rice (coarse),28.5,41.00833333333333
2012-05,Barisal,Wheat flour,34.0,41.00833333333333
2012-05,Chittagong,Rice (coarse),27.5,60.87196666666667
2012-05,Chittagong,Wheat flour,34.64,60.87196666666667
2012-05,Chittagong,Oil (palm),105.9,60.87196666666667
2012-05,Chittagong,Lentils (masur),77.89,60.87196666666667
2012-05,Dhaka,Rice (coarse),25.6,47.60493333333333
2012-05,Dhaka,Wheat flour,34.36,47.60493333333333
2012-05,Dhaka,Oil (palm),105.62,47.60493333333333
2012-05,Dhaka,Lentils (masur),83.42,47.60493333333333
2012-05,Khulna,Wheat flour,34.5,32.248
2012-05,Khulna,Oil (palm),106.17,32.248
2012-05,Khulna,Lentils (masur),77.29,32.248
2012-05,Rajshahi,Oil (palm),104.06,21.73333333333333
2012-05,Rajshahi,Lentils (masur),82.4,21.73333333333333
2012-05,Sylhet,Rice (coarse),27.0,182.4603
2012-05,Sylhet,Wheat flour,34.0,182.4603
2012-05,Sylhet,Oil (palm),107.0,182.4603
2012-05,Sylhet,Lentils (masur),80.25,182.4603
2012-06,Barisal,Rice (coarse),28.0,90.90416666666664
2012-06,Barisal,Wheat flour,33.17,90.90416666666664
2012-06,Barisal,Oil (palm),107.0,90.90416666666664
2012-06,Chittagong,Rice (coarse),28.43,236.68653333333336
2012-06,Chittagong,Wheat flour,33.91,236.68653333333336
2012-06,Chittagong,Oil (palm),103.4,236.68653333333336
2012-06,Chittagong,Lentils (masur),77.56,236.68653333333336
2012-06,Dhaka,Wheat flour,29.1,85.79629999999999
2012-06,Dhaka,Rice (coarse),25.18,85.79629999999999
2012-06,Dhaka,Oil (palm),102.38,85.79629999999999
2012-06,Dhaka,Lentils (masur),84.58,85.79629999999999
2012-06,Khulna,Rice (coarse),24.0,67.64266666666667
2012-06,Khulna,Wheat flour,33.6,67.64266666666667
2012-06,Khulna,Oil (palm),103.17,67.64266666666667
2012-06,Khulna,Lentils (masur),78.0,67.64266666666667
2012-06,Rajshahi,Rice (coarse),24.23,64.9216
2012-06,Rajshahi,Wheat flour,32.07,64.9216
2012-06,Rajshahi,Oil (palm),99.0,64.9216
2012-06,Rajshahi,Lentils (masur),84.2,64.9216
2012-06,Sylhet,Wheat flour,32.75,282.76983333333334
2012-06,Sylhet,Oil (palm),107.0,282.76983333333334
2012-07,Barisal,Rice (coarse),25.5,123.3875
2012-07,Barisal,Wheat flour,33.0,123.3875
2012-07,Barisal,Lentils (masur),85.5,123.3875
2012-07,Chittagong,Rice (coarse),27.29,218.23396666666667
2012-07,Chittagong,Lentils (masur),80.89,218.23396666666667
2012-07,Dhaka,Wheat flour,32.93,108.52466666666668
2012-07,Dhaka,Oil (palm),102.22,108.52466666666668
2012-07,Dhaka,Lentils (masur),87.0,108.52466666666668
2012-07,Khulna,Rice (coarse),23.62,97.97333333333334
2012-07,Khulna,Wheat flour,32.1,97.97333333333334
2012-07,Rajshahi,Rice (coarse),23.62,137.21176666666668
2012-07,Rajshahi,Wheat flour,31.79,137.21176666666668
2012-07,Rajshahi,Oil (palm),96.6,137.21176666666668
2012-07,Rajshahi,Lentils (masur),85.7,137.21176666666668
2012-07,Sylhet,Wheat flour,33.0,212.045
2012-07,Sylhet,Oil (palm),109.5,212.045
2012-07,Sylhet,Lentils (masur),86.0,212.045
2012-08,Barisal,Rice (coarse),24.75,96.24583333333334
2012-08,Barisal,Wheat flour,32.83,96.24583333333334
2012-08,Barisal,Lentils (masur),91.0,96.24583333333334
2012-08,Chittagong,Oil (palm),101.22,156.6247
2012-08,Chittagong,Lentils (masur),81.0,156.6247
2012-08,Dhaka,Wheat flour,30.93,101.62343333333337
2012-08,Dhaka,Rice (coarse),24.55,101.62343333333337
2012-08,Dhaka,Wheat flour,33.21,101.62343333333337
2012-08,Dhaka,Oil (palm),101.33,101.62343333333337
2012-08,Dhaka,Lentils (masur),88.45,101.62343333333337
2012-08,Khulna,Wheat flour,32.8,87.71466666666667
2012-08,Rajshahi,Wheat flour,32.07,78.26276666666666
2012-08,Rajshahi,Oil (palm),94.2,78.26276666666666
2012-08,Rajshahi,Lentils (masur),85.27,78.26276666666666
2012-08,Sylhet,Wheat flour,34.0,233.20636666666667
2012-08,Sylhet,Oil (palm),101.75,233.20636666666667
2012-08,Sylhet,Lentils (masur),85.0,233.20636666666667
2012-09,Barisal,Rice (coarse),24.5,106.85833333333336
2012-09,Barisal,Wheat flour,33.83,106.85833333333336
2012-09,Barisal,Lentils (masur),93.25,106.85833333333336
2012-09,Chittagong,Rice (coarse),26.29,104.72406666666666
2012-09,Chittagong,Wheat flour,35.3,104.72406666666666
2012-09,Chittagong,Oil (palm),100.44,104.72406666666666
2012-09,Chittagong,Lentils (masur),81.88,104.72406666666666
2012-09,Dhaka,Wheat flour,32.62,84.0926
2012-09,Dhaka,Rice (coarse),24.11,84.0926
2012-09,Dhaka,Oil (palm),100.5,84.0926
2012-09,Khulna,Rice (coarse),23.11,98.39733333333334
2012-09,Khulna,Wheat flour,35.0,98.39733333333334
2012-09,Khulna,Lentils (masur),82.29,98.39733333333334
2012-09,Rajshahi,Rice (coarse),23.07,67.93333333333334
2012-09,Rajshahi,Wheat flour,33.43,67.93333333333334
2012-09,Rajshahi,Oil (palm),93.93,67.93333333333334
2012-09,Sylhet,Rice (coarse),24.0,204.43386666666663
2012-09,Sylhet,Wheat flour,35.25,204.43386666666663
2012-09,Sylhet,Oil (palm),100.75,204.43386666666663
2012-09,Sylhet,Lentils (masur),86.5,204.43386666666663
2012-10,Barisal,Rice (coarse),25.0,65.16666666666667
2012-10,Barisal,Wheat flour,35.17,65.16666666666667
2012-10,Barisal,Oil (palm),98.33,65.16666666666667
2012-10,Barisal,Lentils (masur),94.0,65.16666666666667
2012-10,Chittagong,Rice (coarse),26.25,77.64463333333333
2012-10,Chittagong,Wheat flour,37.1,77.64463333333333
2012-10,Chittagong,Oil (palm),95.89,77.64463333333333
2012-10,Dhaka,Wheat flour,32.5,62.13580000000001
2012-10,Dhaka,Rice (coarse),24.33,62.13580000000001
2012-10,Dhaka,Wheat flour,37.6,62.13580000000001
2012-10,Khulna,Rice (coarse),23.0,35.74133333333334
2012-10,Khulna,Wheat flour,36.2,35.74133333333334
2012-10,Khulna,Oil (palm),91.75,35.74133333333334
2012-10,Khulna,Lentils (masur),82.0,35.74133333333334
2012-10,Rajshahi,Wheat flour,35.13,30.14513333333333
2012-10,Rajshahi,Oil (palm),87.81,30.14513333333333
2012-10,Rajshahi,Lentils (masur),83.72,30.14513333333333
2012-10,Sylhet,Rice (coarse),23.67,108.47880000000002
2012-10,Sylhet,Wheat flour,37.5,108.47880000000002
2012-10,Sylhet,Oil (palm),97.75,108.47880000000002
2012-10,Sylhet,Lentils (masur),87.25,108.47880000000002
2012-11,Barisal,Rice (coarse),26.5,20.945833333333333
2012-11,Barisal,Wheat flour,36.0,20.945833333333333
2012-11,Barisal,Oil (palm),94.0,20.945833333333333
2012-11,Barisal,Lentils (masur),93.0,20.945833333333333
2012-11,Chittagong,Rice (coarse),27.86,10.220733333333332
2012-11,Chittagong,Wheat flour,37.73,10.220733333333332
2012-11,Chittagong,Oil (palm),89.6,10.220733333333332
2012-11,Dhaka,Wheat flour,33.52,11.895066666666668
2012-11,Dhaka,Rice (coarse),26.5,11.895066666666668
2012-11,Dhaka,Oil (palm),89.4,11.895066666666668
2012-11,Dhaka,Lentils (masur),92.67,11.895066666666668
2012-11,Khulna,Rice (coarse),24.38,11.842666666666666
2012-11,Khulna,Wheat flour,37.2,11.842666666666666
2012-11,Khulna,Oil (palm),84.38,11.842666666666666
2012-11,Khulna,Lentils (masur),83.29,11.842666666666666
2012-11,Rajshahi,Rice (coarse),24.64,3.486266666666667
2012-11,Rajshahi,Oil (palm),82.31,3.486266666666667
2012-11,Rajshahi,Lentils (masur),80.18,3.486266666666667
2012-11,Sylhet,Rice (coarse),25.33,10.309533333333333
2012-11,Sylhet,Wheat flour,37.75,10.309533333333333
2012-11,Sylhet,Oil (palm),94.0,10.309533333333333
2012-11,Sylhet,Lentils (masur),84.25,10.309533333333333
2012-12,Barisal,Rice (coarse),26.5,1.15
2012-12,Barisal,Wheat flour,36.0,1.15
2012-12,Barisal,Oil (palm),94.0,1.15
2012-12,Chittagong,Rice (coarse),27.86,2.7837
2012-12,Chittagong,Wheat flour,37.72,2.7837
2012-12,Chittagong,Oil (palm),89.6,2.7837
2012-12,Chittagong,Lentils (masur),87.44,2.7837
2012-12,Dhaka,Wheat flour,33.91,1.401233333333333
2012-12,Dhaka,Wheat flour,38.13,1.401233333333333
2012-12,Dhaka,Oil (palm),89.4,1.401233333333333
2012-12,Khulna,Rice (coarse),24.38,1.28
2012-12,Khulna,Wheat flour,37.2,1.28
2012-12,Khulna,Oil (palm),84.38,1.28
2012-12,Khulna,Lentils (masur),83.29,1.28
2012-12,Rajshahi,Wheat flour,36.53,0.5686333333333334
2012-12,Rajshahi,Oil (palm),82.31,0.5686333333333334
2012-12,Rajshahi,Lentils (masur),80.18,0.5686333333333334
2012-12,Sylhet,Rice (coarse),25.33,1.8412666666666664
2012-12,Sylhet,Wheat flour,37.75,1.8412666666666664
2013-01,Barisal,Wheat flour,32.75,1.5791666666666666
2013-01,Barisal,Oil (palm),82.5,1.5791666666666666
2013-01,Barisal,Lentils (masur),85.5,1.5791666666666666
2013-01,Chittagong,Rice (coarse),26.4,1.4349
2013-01,Chittagong,Wheat flour,33.25,1.4349
2013-01,Chittagong,Oil (palm),87.6,1.4349
2013-01,Chittagong,Lentils (masur),85.22,1.4349
2013-01,Dhaka,Wheat flour,34.44,1.1667
2013-01,Dhaka,Rice (coarse),26.33,1.1667
2013-01,Dhaka,Wheat flour,32.47,1.1667
2013-01,Khulna,Rice (coarse),25.17,2.458666666666667
2013-01,Khulna,Wheat flour,32.11,2.458666666666667
2013-01,Khulna,Oil (palm),78.75,2.458666666666667
2013-01,Khulna,Lentils (masur),84.85,2.458666666666667
2013-01,Rajshahi,Lentils (masur),79.0,2.5607666666666664
2013-01,Sylhet,Rice (coarse),26.0,1.1931333333333332
2013-01,Sylhet,Wheat flour,32.75,1.1931333333333332
2013-02,Barisal,Rice (coarse),29.0,5.191666666666666
2013-02,Barisal,Oil (palm),85.0,5.191666666666666
2013-02,Barisal,Lentils (masur),82.75,5.191666666666666
2013-02,Chittagong,Rice (coarse),28.5,3.2318
2013-02,Chittagong,Wheat flour,38.18,3.2318
2013-02,Chittagong,Oil (palm),86.5,3.2318
2013-02,Chittagong,Lentils (masur),80.44,3.2318
2013-02,Dhaka,Rice (coarse),30.0,4.1605
2013-02,Dhaka,Wheat flour,38.82,4.1605
2013-02,Dhaka,Lentils (masur),94.86,4.1605
2013-02,Khulna,Wheat flour,37.7,4.981333333333334
2013-02,Khulna,Lentils (masur),85.57,4.981333333333334
2013-02,Rajshahi,Rice (coarse),29.0,4.556866666666667
2013-02,Rajshahi,Wheat flour,37.2,4.556866666666667
2013-02,Rajshahi,Lentils (masur),81.58,4.556866666666667
2013-02,Sylhet,Oil (palm),88.25,6.124333333333333
2013-03,Barisal,Rice (coarse),30.33,6.1125
2013-03,Barisal,Wheat flour,37.17,6.1125
2013-03,Barisal,Oil (palm),81.5,6.1125
2013-03,Barisal,Lentils (masur),83.0,6.1125
